Year,Title,Journal,Authors,Category,Endorsement
1992,Ethical Issues Concerning Potential Global Climate Change On Food-production,Journal Of Agricultural & Environmental Ethics,Pimentel| D; Brown| N; Vecchio| F; Lacapra| V; Hausman| S; Lee| O; Diaz| A; Williams| J; Cooper| S; Newburger| E,3,2
1992,Field-measurements Of Co2 Enhancement And Climate Change In Natural Vegetation,Water Air And Soil Pollution,Strain| Br; Thomas| Rb,4,4
1992,Forest Response To Climatic-change - Effects Of Parameter-estimation And Choice Of Weather Patterns On The Reliability Of Projections,Climatic Change,Botkin| Db; Nisbet| Ra,4,4
1992,Forestry Opportunities In The United-states To Mitigate The Effects Of Global Warming,Water Air And Soil Pollution,Sampson| Rn,3,3
1992,Genetic Strategies For Reforestation In The Face Of Global Climate Change,Forest Ecology And Management,Ledig| Ft; Kitzmiller| Jh,2,4
1992,Genotype-asterisk Environment Interaction - A Case-study For Douglas-fir In Western Oregon,Usda Forest Service Pacific Northwest Research Station Research Paper,Campbell| Rk,4,4
1992,Geothermal Conditions For Gas Hydrate Stability In The Beaufort-mackenzie Area - The Global Change Aspect,Global And Planetary Change,Judge| As; Majorowicz| Ja,2,3
1992,Geothermal Conditions For Gas Hydrate Stability In The Beaufort-mackenzie Area: The Global Change Aspect,Palaeogeography Palaeoclimatology Palaeoecology,Judge| As; Majorowicz| Ja,2,4
1992,Global Climate Change,Agriculture Ecosystems & Environment,Gall| Gae; Kreith| M; Staton| M,2,2
1992,Global Climate Change - Ecosystems Effects,Interdisciplinary Science Reviews,Schneider| Sh,2,2
1992,Global Climatic-change| Hurricanes| And A Tropical Forest,Climatic Change,Obrien| St; Hayden| Bp; Shugart| Hh,2,3
1992,Global Sea-level Acceleration,Journal Of Geophysical Research-oceans,Douglas| Bc,2,4
1992,Global Warming - A Reduced Threat,Bulletin Of The American Meteorological Society,Michaels| Pj; Stooksbury| De,4,5
1992,Global Warming - Greenhouse Gases Versus Aerosols,Science Of The Total Environment,Preining| O,4,3
1992,Global Warming And Electricity Demand - A Study Of California,Energy Policy,Baxter| Lw; Calandri| K,2,4
1992,Global Warming And Environmental-change In Sub-saharan Africa,Global Environmental Change-human And Policy Dimensions,Glantz| Mh,2,4
1992,Global Warming And Nuclear-power,Nuclear Engineering And Design,Bodansky| D,3,4
1992,Global Warming Implications Of Replacing Cfcs,Ashrae Journal-american Society Of Heating Refrigerating And Air-conditioning Engineers,Fischer| Sk; Fairchild| Pd; Hughes| Pj,3,4
1992,Gps Meteorology - Remote-sensing Of Atmospheric Water-vapor Using The Global Positioning System,Journal Of Geophysical Research-atmospheres,Bevis| M; Businger| S; Herring| Ta; Rocken| C; Anthes| Ra; Ware| Rh,4,4
1992,Greenhouse Gas Emissions From Pasture And Arable Crops Grown On A Kairanga Soil In The Manawatu| North Island| New-zealand,New Zealand Journal Of Agricultural Research,Crush| Jr; Waghorn| Gc; Rolston| Mp,3,3
1992,Greenhouse Warming Over Indian Subcontinent,Proceedings Of The Indian Academy Of Sciences-earth And Planetary Sciences,Lal| M; Bhaskaran| B,2,3
1992,Growing-season Trends In The Alaskan Climate Record,Arctic,Sharratt| Bs,2,4
1992,Halocarbons And Global Warming,Science Of The Total Environment,Kroeze| C; Reijnders| L,3,2
1992,Halocarbons And Global Warming .2.,Science Of The Total Environment,Kroeze| C; Reijnders| L,3,3
1992,Halocarbons And Global Warming .3.,Science Of The Total Environment,Kroeze| C; Reijnders| L,3,3
1992,Hcfc Blown Rigid Polyurethane Foams And Refrigerator Liner Materials - The Search For Compatible Systems,Cellular Polymers,Potter| Kg; Tweedale| Cr,3,4
1992,Hydraulic Residence Times For The Laurentian Great-lakes,Journal Of Great Lakes Research,Quinn| Fh,2,4
1992,Iea Perspectives On The Global Climate Change Issue,Energy Conversion And Management,Garribba| Sf,3,4
1992,Impact Of Aircraft And Surface Emissions Of Nitrogen-oxides On Tropospheric Ozone And Global Warming,Nature,Johnson| C; Henshaw| J; Mcinnes| G,3,3
1992,Impacts Of Climate Change And Sea-level Rise On Small Island States - National And International Responses,Global Environmental Change-human And Policy Dimensions,Pernetta| Jc,2,4
1992,Impacts Of Climatic-change On River Flow Regimes In The Uk,Journal Of The Institution Of Water And Environmental Management,Arnell| Nw,2,3
1992,Implications For Global Warming Of Intercycle Solar Irradiance Variations,Nature,Schlesinger| Me; Ramankutty| N,2,1
1992,Inadvertent Weather-modification In Urban Areas - Lessons For Global Climate Change,Bulletin Of The American Meteorological Society,Changnon| Sa,2,4
1992,Industrial-innovation And Government Environmental-regulation - Some Lessons From The Past,Technovation,Rothwell| R,3,4
1992,Inference About Trends In Global Temperature Data,Climatic Change,Galbraith| Jw; Green| C,4,4
1992,Influence Of Kaolin On Methane Oxidation By Methylomonas-methanica In Gas-phase Bioreactors,Fuel,Apel| Wa; Dugan| Pr; Wiebe| Mr,3,3
1992,Institutions For Managing Global Climate Change - Compliance| Fairness| And Universal Participation,Global Environmental Change-human And Policy Dimensions,Feldman| Dl,3,3
1992,Interactions Between Hydrodynamics And Pelagic Ecosystems - Relevance To Resource Exploitation And Climate Change,South African Journal Of Marine Science-suid-afrikaanse Tydskrif Vir Seewetenskap,Legendre| L; Lefevre| J,4,2
1992,Interannual Variability Of Landfast Ice Thickness In The Canadian High Arctic| 1950-89,Arctic,Brown| Rd; Cote| P,2,3
1992,Interdecadal Natural Climate Variability In The Western Pacific And Its Implication In Global Warming,Journal Of The Meteorological Society Of Japan,Yamagata| T,4,4
1992,Interhemispheric Contrasts Of Mean Global Temperature Anomalies,International Journal Of Climatology,Gordon| Ah,4,4
1992,Investigations Of The Environmental Acceptability Of Fluorocarbon Alternatives To Chlorofluorocarbons,Proceedings Of The National Academy Of Sciences Of The United States Of America,Mcfarland| M,3,4
1992,Irregular Oscillations Of The West Antarctic Ice-sheet,Nature,Macayeal| Dr,5,4
1992,Isolation And Determination Of Cultural-characteristics Of Microalgae Which Functions Under Co2 Enriched Atmosphere,Energy Conversion And Management,Watanabe| Y; Ohmura| N; Saiki| H,2,4
1992,Israeli Researchers Planning For Global Climate Change On The Local-level - Greening The Desert Is Not A Sensible Option Given Limited Water,Bioscience,Gillis| Am,3,4
1992,Kinetics Of The Oh Reaction With Methyl Chloroform And Its Atmospheric Implications,Science,Talukdar| Rk; Mellouki| A; Schmoltner| Am; Watson| T; Montzka| S; Ravishankara| Ar,4,4
1992,Lake Ice Records Used To Detect Historical And Future Climatic Changes,Climatic Change,Robertson| Dm; Ragotzkie| Ra; Magnuson| Jj,4,4
1992,Leaking Methane From Natural-gas Vehicles - Implications For Transportation Policy In The Greenhouse Era,Climatic Change,Victor| Dg,3,2
1992,Long-term Response Of An Arctic Sedge To Climate Change - A Simulation Study,Ecological Applications,Leadley| Pw; Reynolds| Jf,2,4
1992,Making Better Use Of Carbon .1. The Carbon-dioxide Problem And The Steel-industry,Cim Bulletin,Walsh| Jh,3,2
1992,Making Better Use Of Carbon .2. The Coproduction Of Iron And Liquid Fuels,Cim Bulletin,Walsh| Jh,3,3
1992,Measures Of Marine Environmental-quality,Marine Pollution Bulletin,Harding| Le,4,4
1992,Methane Prediction In Dry And Lactating Holstein Cows,Journal Of Dairy Science,Holter| Jb; Young| Aj,3,3
1992,Modeling Global Macroclimatic Constraints On Ectotherm Energy Budgets,American Zoologist,Grant| Bw; Porter| Wp,2,4
1992,Modeling The Release Of Co2 In The Deep Ocean,Energy Conversion And Management,Liro| Cr; Adams| Ee; Herzog| Hj,3,4
1992,Modern Distribution Of Diatoms In Sediments From The George-v-coast| Antarctica,Marine Micropaleontology,Leventer| A,5,4
1992,Nitrous-oxide Emissions In Irrigated Corn As Affected By Nitrification Inhibitors,Soil Science Society Of America Journal,Bronson| Kf; Mosier| Ar; Bishnoi| Sr,3,3
1992,On An International Framework Convention On Climate Change - Global Climate Change In The Context Of Global Change,Nuovo Cimento Della Societa Italiana Di Fisica C-geophysics And Space Physics,Kondratyev| Ky,3,4
1992,On The Abrupt Change In South Asian Summer Monsoon Climate And Its Synchronism With The Global Rapid Warming,Science In China Series B-chemistry,Fu| Cb; Wang| Qa,2,4
1992,Options For Reducing Co2 Emissions From Personal Travel In Europe,International Journal Of Vehicle Design,Hughes| P; Potter| S,3,2
1992,Pangaean Climate During The Early Jurassic - Gcm Simulations And The Sedimentary Record Of Paleoclimate,Geological Society Of America Bulletin,Chandler| Ma; Rind| D; Ruedy| R,5,3
1992,Past And Future Climate Change - Response By Mixed Deciduous Coniferous Forest Ecosystems In Northern Michigan,Canadian Journal Of Forest Research-revue Canadienne De Recherche Forestiere,Solomon| Am; Bartlein| Pj,5,3
1992,Past| Present And Future Levels Of Greenhouse Gases In The Atmosphere And Model Projections Of Related Climatic Changes,Journal Of Experimental Botany,Roeckner| E,2,1
1992,Possible Contribution Of Carbon-dioxide Flooding To Global Environmental-issues,Energy Conversion And Management,Tanaka| S; Hakuta| T; Haino| H,3,3
1992,Possible Methane-induced Polar Warming In The Early Eocene,Nature,Sloan| Lc; Walker| Jcg; Moore| Tc; Rea| Dk; Zachos| Jc,5,3
1992,Potential Carbon Losses From Peat Profiles - Effects Of Temperature| Drought Cycles| And Fire,Ecological Applications,Hogg| Eh; Lieffers| Vj; Wein| Rw,2,4
1992,Potential Climate Impact Of Mount-pinatubo Eruption,Geophysical Research Letters,Hansen| J; Lacis| A; Ruedy| R; Sato| M,4,4
1992,Potential Effects Of Global Climate Change On The Biodiversity Of Plants,Forestry Chronicle,Schwartz| Mw,2,3
1992,Potential Effects Of The Increase In Carbon-dioxide And Climate Change On The Dynamics Of Vegetation,Water Air And Soil Pollution,Muellerdombois| D,2,3
1992,Potential Response Of An Arctic Watershed During A Period Of Global Warming,Journal Of Geophysical Research-atmospheres,Hinzman| Ld; Kane| Dl,2,4
1992,Predicting Effects Of Global Warming On Growth And Mortality Of Upland Oak Species In The Midwestern United-states - A Physiologically Based Dendroecological Approach,Canadian Journal Of Forest Research-revue Canadienne De Recherche Forestiere,Leblanc| Dc; Foster| Jr,2,4
1992,Predicting The Impacts Of Global Warming On Wildland Fire,Climatic Change,Torn| Ms; Fried| Js,2,3
1992,Prioritizing Ecological And Human-welfare Risks From Environmental Stresses,Environmental Management,Harwell| Ma; Cooper| W; Flaak| R,4,4
1992,Production Of Nitrous-oxide Gas During Denitrification Of Waste-water,Water Science And Technology,Hanaki| K; Hong| Z; Matsuo| T,3,4
1992,Radiative Forcing And Greenhouse-effect Due To The Atmospheric Trace Gases,Science In China Series B-chemistry,Shi| Gy,4,3
1992,Rare And Endangered Sphagnum Species In North-america,Biological Conservation,Andrus| Re; Karlin| Ef; Talbot| Ss,4,4
1992,Realistic Mitigation Options For Global Warming,Science,Rubin| Es; Cooper| Rn; Frosch| Ra; Lee| Th; Marland| G; Rosenfeld| Ah; Stine| Dd,3,3
1992,Recent Developments In Scientific Knowledge On Climate Change,Energy Conversion And Management,Schonwiese| Cd,4,3
1992,Regional Climates In The Giss Global Circulation Model - Synoptic-scale Circulation,Journal Of Climate,Hewitson| B; Crane| Rg,4,4
1992,Relative Sea-level Rise And Climate Change Over The Last 1500 Years,Terra Nova,Varekamp| Jc; Thomas| E; Vandeplassche| O,5,4
1992,Responding To Potential Impacts Of Climate Change On United-states Coastal Biodiversity,Coastal Management,Reid| Wv; Trexler| Mc,2,4
1992,Response Of Alluvial Systems To Fire And Climate Change In Yellowstone-national-park,Nature,Meyer| Ga; Wells| Sg; Balling| Rc; Jull| Ajt,2,4
1992,Seed And Seedling Biology In Relation To Modeling Vegetation Dynamics Under Global Climate Change,Australian Journal Of Botany,Leishman| Mr; Hughes| L; French| K; Armstrong| D; Westoby| M,2,4
1992,Sensitivity Of Pacific-northwest Water-resources To Global Warming,Northwest Environmental Journal,Lettenmaier| Dp; Brettmann| Kl; Vail| Lw; Yabusaki| Sb; Scott| Mj,2,3
1992,Sex-ratio Of Hatchling Loggerhead Sea-turtles - Data And Estimates From A 5-year Study,Canadian Journal Of Zoology-revue Canadienne De Zoologie,Mrosovsky| N; Provancha| J,2,4
1992,Should We Store Carbon In Trees,Water Air And Soil Pollution,Marland| G; Marland| S,3,3
1992,Sibling Species In Montastraea-annularis| Coral Bleaching| And The Coral Climate Record,Science,Knowlton| N; Weil| E; Weigt| La; Guzman| Hm,4,4
1992,Singular-spectrum Analysis - A Toolkit For Short| Noisy Chaotic Signals,Physica D,Vautard| R; Yiou| P; Ghil| M,4,4
1992,Some Remarks On The Scientific Problems Related To The Greenhouse Gas Issue,Atmosfera,Wallen| Cc,4,4
1992,Stabilizing Co2 Emissions - Are Carbon Taxes A Viable Option,Energy Policy,Haugland| T; Olsen| O; Roland| K,3,3
1992,Strategies For Addressing Climate Change - Policy Perspectives From Around The World,Energy,Levine| Md; Sathaye| Ja; Craig| Pp; Peck| Sc,3,4
1992,Strengthening The Montreal Protocol - Does It Cool Down The Greenhouse,Science Of The Total Environment,Denelzen| Mgj; Swart| Rj; Rotmans| J,3,3
1992,System Studies On Co2 Abatement From Power-plants,Energy Conversion And Management,Goldthorpe| S; Cross| P; Davison| J,3,4
1992,Temperature And Size Variabilities Of The Western Pacific Warm Pool,Science,Yan| Xh; Ho| Cr; Zheng| Q; Klemas| V,4,4
1992,Temperature Effects On Seedling Emergence From Boreal Wetland Soils - Implications For Climate Change,Aquatic Botany,Hogenbirk| Jc; Wein| Rw,2,4
1992,The Adaptive Significance Of Seasonal Reproduction In Marine-invertebrates - The Importance Of Distinguishing Between Models,Invertebrate Reproduction & Development,Olive| Pjw,2,4
1992,The Barriers To Technological-change - The Case Of Transportation,International Journal Of Vehicle Design,Clegg| Mw; Dumoulin| H,3,4
1992,The British Coal Global Warming Research-and-development Program,Energy Conversion And Management,Topper| Jm; Bower| Cj; Summerfield| Ir; Hughes| Isc,3,3
1992,The Drought Of 1988| The Global Warming Experiment| And Its Challenge To Irrigation In The Old Dust Bowl Region,Agricultural History,Opie| J,2,4
1992,The Effect Of Temperature On Larval Fishes,Netherlands Journal Of Zoology,Blaxter| Jhs,2,4
1992,The Effects Of Chemical Propulsion On The Environment,Acta Astronautica,Bennett| Rr; Hinshaw| Jc; Barnes| Mw,2,4
1992,The Global Carbon-dioxide Flux In Soil Respiration And Its Relationship To Vegetation And Climate,Tellus Series B-chemical And Physical Meteorology,Raich| Jw; Schlesinger| Wh,2,4
1992,The Global Production Of Methane From Shallow Submarine Sources,Continental Shelf Research,Hovland| M; Judd| Ag,4,4
1992,The Iea Greenhouse Gas Research-and-development Program,Energy Conversion And Management,Jack| Ar; Audus| H; Riemer| Pwf,3,3
1992,The Impact Of Global Warming On River Runoff,Journal Of Geophysical Research-atmospheres,Miller| Jr; Russell| Gl,2,3
1992,The Impact Of Snow Cover On Diurnal Temperature-range,Geophysical Research Letters,Cerveny| Rs; Balling| Rc,4,4
1992,The Long-term Ecological Effects Of Pollutants - Some Issues,Science Of The Total Environment,Blank| Lw; Crane| Aj; Skeffington| Ra,2,3
1992,The Magnitude And Relative Environmental-impact Of Air Pollutant Emissions From Aerosol Industry Products,Environmental Technology,Peak| Jd; Harrison| Rm,3,4
1992,The Mesozoic Herbaceous Lycopsids,Annals Of The Missouri Botanical Garden,Skog| Je; Hill| Cr,5,4
1992,The Origin Of Regional Ecological Problems Within The Northern Tyumen Oblast| Russia,Arctic And Alpine Research,Vilchek| Ge; Bykova| Oy,2,4
1992,The Passenger Car And The Greenhouse-effect,International Journal Of Vehicle Design,Amann| Ca,3,2
1992,The Potential Role Of Temperate Forests As Sinks For Co2 - Examples From The German Environmental-policy Against Global Warming,Water Air And Soil Pollution,Gregor| Hd,3,4
1992,The Present Status Of Carbon-dioxide Removal In Japan,Energy Conversion And Management,Shindo| Y; Hakuta| T; Miyama| H,3,3
1992,The Probable Effects Of Climate-change On Invertebrate Growth And Reproduction With Particular Reference To Ireland,Invertebrate Reproduction & Development,Grainger| Jnr,2,4
1992,The Response Of Antarctic Climate In General-circulation Model Experiments With Transiently Increasing Carbon-dioxide Concentrations,Philosophical Transactions Of The Royal Society B-biological Sciences,Cattle| H; Murphy| Jm; Senior| Ca,4,3
1992,The Sedimentary Record Of Antarctic Climate Change,Philosophical Transactions Of The Royal Society Of London Series B-biological Sciences,Barker| Pf,5,4
1992,The Social And Public-health Implications Of Global Warming And The Onslaught Of Alien Species,Journal Of Wilderness Medicine,Soule| Me,2,2
1992,The Southern-ocean Benthic Fauna And Climate Change - A Historical-perspective,Philosophical Transactions Of The Royal Society Of London Series B-biological Sciences,Clarke| A; Crame| Ja,5,4
1992,The Sugar-cane Agroindustry - Its Contribution To Reducing Co-2 Emissions In Brazil,Biomass & Bioenergy,Macedo| Id,3,4
